price,feature_multiplier,feature_name,demand,revenue,profit
50.0,0.8,inventory_level,42.23910694870839,2111.9553474354193,844.7821389741678
50.0,0.9,inventory_level,42.23910694870839,2111.9553474354193,844.7821389741678
50.0,1.0,inventory_level,42.23910694870839,2111.9553474354193,844.7821389741678
50.0,1.1,inventory_level,42.23910694870839,2111.9553474354193,844.7821389741678
50.0,1.2,inventory_level,42.23910694870839,2111.9553474354193,844.7821389741678
66.66666666666667,0.8,inventory_level,42.23910694870839,2815.940463247226,1126.3761852988905
66.66666666666667,0.9,inventory_level,42.23910694870839,2815.940463247226,1126.3761852988905
66.66666666666667,1.0,inventory_level,42.23910694870839,2815.940463247226,1126.3761852988905
66.66666666666667,1.1,inventory_level,42.23910694870839,2815.940463247226,1126.3761852988905
66.66666666666667,1.2,inventory_level,42.23910694870839,2815.940463247226,1126.3761852988905
83.33333333333334,0.8,inventory_level,42.23910694870839,3519.9255790590328,1407.9702316236132
83.33333333333334,0.9,inventory_level,42.23910694870839,3519.9255790590328,1407.9702316236132
83.33333333333334,1.0,inventory_level,42.23910694870839,3519.9255790590328,1407.9702316236132
83.33333333333334,1.1,inventory_level,42.23910694870839,3519.9255790590328,1407.9702316236132
83.33333333333334,1.2,inventory_level,42.23910694870839,3519.9255790590328,1407.9702316236132
100.0,0.8,inventory_level,42.23910694870839,4223.910694870839,1689.5642779483355
100.0,0.9,inventory_level,42.23910694870839,4223.910694870839,1689.5642779483355
100.0,1.0,inventory_level,42.23910694870839,4223.910694870839,1689.5642779483355
100.0,1.1,inventory_level,42.23910694870839,4223.910694870839,1689.5642779483355
100.0,1.2,inventory_level,42.23910694870839,4223.910694870839,1689.5642779483355
116.66666666666667,0.8,inventory_level,42.23910694870839,4927.895810682646,1971.1583242730585
116.66666666666667,0.9,inventory_level,42.23910694870839,4927.895810682646,1971.1583242730585
116.66666666666667,1.0,inventory_level,42.23910694870839,4927.895810682646,1971.1583242730585
116.66666666666667,1.1,inventory_level,42.23910694870839,4927.895810682646,1971.1583242730585
116.66666666666667,1.2,inventory_level,42.23910694870839,4927.895810682646,1971.1583242730585
133.33333333333334,0.8,inventory_level,42.23910694870839,5631.880926494452,2252.752370597781
133.33333333333334,0.9,inventory_level,42.23910694870839,5631.880926494452,2252.752370597781
133.33333333333334,1.0,inventory_level,42.23910694870839,5631.880926494452,2252.752370597781
133.33333333333334,1.1,inventory_level,42.23910694870839,5631.880926494452,2252.752370597781
133.33333333333334,1.2,inventory_level,42.23910694870839,5631.880926494452,2252.752370597781
150.0,0.8,inventory_level,42.23910694870839,6335.866042306258,2534.3464169225035
150.0,0.9,inventory_level,42.23910694870839,6335.866042306258,2534.3464169225035
150.0,1.0,inventory_level,42.23910694870839,6335.866042306258,2534.3464169225035
150.0,1.1,inventory_level,42.23910694870839,6335.866042306258,2534.3464169225035
150.0,1.2,inventory_level,42.23910694870839,6335.866042306258,2534.3464169225035
166.66666666666669,0.8,inventory_level,42.23910694870839,7039.8511581180655,2815.9404632472265
166.66666666666669,0.9,inventory_level,42.23910694870839,7039.8511581180655,2815.9404632472265
166.66666666666669,1.0,inventory_level,42.23910694870839,7039.8511581180655,2815.9404632472265
166.66666666666669,1.1,inventory_level,42.23910694870839,7039.8511581180655,2815.9404632472265
166.66666666666669,1.2,inventory_level,42.23910694870839,7039.8511581180655,2815.9404632472265
183.33333333333334,0.8,inventory_level,42.23910694870839,7743.836273929872,3097.534509571949
183.33333333333334,0.9,inventory_level,42.23910694870839,7743.836273929872,3097.534509571949
183.33333333333334,1.0,inventory_level,42.23910694870839,7743.836273929872,3097.534509571949
183.33333333333334,1.1,inventory_level,42.23910694870839,7743.836273929872,3097.534509571949
183.33333333333334,1.2,inventory_level,42.23910694870839,7743.836273929872,3097.534509571949
200.0,0.8,inventory_level,42.23910694870839,8447.821389741677,3379.128555896671
200.0,0.9,inventory_level,42.23910694870839,8447.821389741677,3379.128555896671
200.0,1.0,inventory_level,42.23910694870839,8447.821389741677,3379.128555896671
200.0,1.1,inventory_level,42.23910694870839,8447.821389741677,3379.128555896671
200.0,1.2,inventory_level,42.23910694870839,8447.821389741677,3379.128555896671
